,user,time,tweet_text,lat,long,location,hashtags
124,RaeAngel07,Thu Nov 12 22:20:49 +0000 2020,"There's one other thing about arthritis that I hate besides pain and flare-ups and it's fatigue. 

I have nothing in my food pantry at all and any plans to go to my local food bank today were thrown out the window because I don't have the energy to do anything or go anywhere.",,,"Orangeville, Ontario",[]
125,queenoferi,Thu Nov 12 22:19:48 +0000 2020,No one humbles me like my bank account. It’s in these moments where I remember who I am,,,"Toronto, Ontario",[]
126,Xav,Thu Nov 12 22:19:28 +0000 2020,"@johnlegend @mcuban Yes! Flipping the Senate and pushing forth the policies planned by the Biden-Harris Administration could have a material impact on the number of people that would need to rely on a food bank, which is far too many.",,,Los Angeles via Toronto,[]
127,kxxxla_bank,Thu Nov 12 22:16:41 +0000 2020,RT @theweeknd: performing on the iconic stage. see you 02/07/21 @pepsi #pepsihalftime #SBLV https://t.co/oYlQyvKRwh,,,chicago,"[{'text': 'pepsihalftime', 'indices': [71, 85]}, {'text': 'SBLV', 'indices': [86, 91]}]"
128,natepite,Thu Nov 12 22:16:15 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"Waterloo, Ontario",[]
129,h_juschitz,Thu Nov 12 22:15:05 +0000 2020,@cnnbrk What about @IvankaTrump and @jaredkushner investments whose funds support Chinese funding of military? Ivanka’s coffin business? Can @realDonaldTrump confirm that his Chinese bank accounts are closed? @AC360 @CNN @DNC @GOP @CuomoPrimeTime @AdamSchiff @SenSchumer @SpeakerPelosi,,,"Mississauga, Ontario",[]
130,LexiMorrison,Thu Nov 12 22:14:27 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,she/her,[]
131,MusikMan01,Thu Nov 12 22:14:09 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,Canada,[]
132,Kanyins0laa,Thu Nov 12 22:10:32 +0000 2020,"SAY NIGGA ION WANNA TALK, MEET ME AT THE BANK SHOW ME WHAT YOU REALLY BOUT 🗣 https://t.co/eD5cRpbyJ3",,,"Toronto, Ontario",[]
133,michael_yw_wong,Thu Nov 12 22:10:03 +0000 2020,"As we mark #RemembranceDay today, senior financial advisor David Sutcliffe speaks about his experience in the @CanadianForces, and how the lessons he learned serving his country has steered him in his career at the Bank. Read more here. https://t.co/ItgZa4Pz2K",,,"Toronto, Ontario, Canada","[{'text': 'RemembranceDay', 'indices': [11, 26]}]"
134,revathi_suresh,Thu Nov 12 22:09:20 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
135,ochisaru,Thu Nov 12 22:08:50 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
136,minjytherobot,Thu Nov 12 22:07:23 +0000 2020,"@AshTudor888 The reality is big, fat paycheck in the bank! That eases the pain. https://t.co/hgJ2CJaVhu",,,Toronto. Canada,[]
137,SierraYep14,Thu Nov 12 22:07:19 +0000 2020,@nikkinuggets @YEPeducation This is great! It saves time from having to wait in long lines at the bank as you can access this anywhere and anytime you want!,,,"Mississauga, Ontario",[]
138,nerrrrissa,Thu Nov 12 22:06:03 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
139,itsyashiyer,Thu Nov 12 22:05:57 +0000 2020,"@Chuks_Epells @OfficialFPL The 1.4M you have in your bank now will enable you to get Sterling (11.5) /DeBruyne (11.5) instead of Fernandes for GW10. City's fixtures look great for at least the next 10-15 gameweeks, and switching to either will help you. These are ©️ choice players and you'll get the most!",,,"Toronto, Ontario",[]
140,mrsimp77,Thu Nov 12 22:04:07 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
141,martonio0,Thu Nov 12 22:03:58 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"Toronto, Ontario",[]
142,itsyashiyer,Thu Nov 12 22:02:49 +0000 2020,"@Chuks_Epells @OfficialFPL If you free up money from Kane and downgrade to Vardy, you not have 0.7 more in the bank. I see you have Fernandes in your team, I think its a good idea considering he's facing West Brom GW9 but here's a question for you. What after that?",,,"Toronto, Ontario",[]
143,Jessica91555674,Thu Nov 12 22:01:48 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
144,rmvya,Thu Nov 12 22:00:50 +0000 2020,"i wonder if ticketmaster will allow refunds again since it looks like covid is here to stay for while..

cuz my $300 is sitting in their bank rn like https://t.co/3EfpUjPct4",,,toronto,[]
145,RBCJAZZOPARDI,Thu Nov 12 22:00:16 +0000 2020,"RBC is the first Canadian bank to launch an innovative digital payments platform, introducing RBC PayEdge. Business owners can now save time by combining multiple funding sources to make a single payment and more. https://t.co/YOFo63D08j https://t.co/LcPiYjd6qd",,,"Niagara, Ontario",[]
146,albarbon,Thu Nov 12 21:56:18 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
147,news4buffalo,Thu Nov 12 21:55:06 +0000 2020,"White collar staff reaping the financial benefits of working from home should be taxed to help other workers who aren’t getting the same advantages, experts at Deutsche Bank said in a new report.
https://t.co/ushn3wKTAG",,,"Buffalo, NY",[]
148,raegan_elliott,Thu Nov 12 21:54:40 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
149,AmbrosePocket,Thu Nov 12 21:46:59 +0000 2020,"@NonprofitAF People are in need *because* of politics.

Sure his comment is clueless, but it also reflects conversations &amp; decisions inside non-profits. I worked in a food bank for 6 years. White supremacy? What's that? ""We're just about moving boxes through the building...""",,,"Toronto, Canada",[]
150,ticklespark,Thu Nov 12 21:44:52 +0000 2020,@gameshots997 I know :( I have a bank appointment at 5 and I’m trying to get it under front til lol “I swear I’m allergic to dust and just cleaned my apartment please do not fear me!!”,,,"Toronto, Ontario",[]
151,maleve,Thu Nov 12 21:42:59 +0000 2020,"RT @zchagla: Just to put into context Peel's numbers - at 450 cases per day, and missing 5 cases for every case (based on blood bank data),…",,,Toronto,[]
152,yashbrahmbhatt,Thu Nov 12 21:38:50 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"ÜT: 43.660011,-79.818919",[]
153,TargetPrices,Thu Nov 12 21:37:19 +0000 2020,"$COHU 
Reiterated by Deutsche Bank Positive » Buy USD 24 » USD 28 
Maintains Needham &amp; Company LLC Buy USD 27 » USD 30
Target Raised by D.A. Davidson Buy USD 25 » USD 3
https://t.co/SkYt2ri44R",,,"Toronto, Ontario",[]
154,ChupaPiedra,Thu Nov 12 21:37:15 +0000 2020,@politico The Vatican socialist party. Cleaning the world MAFIA money at its bank😀,,,Toronto,[]
155,TerryKHopper,Thu Nov 12 21:37:04 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"Ontario, Canada",[]
156,L99516516,Thu Nov 12 21:35:17 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
157,Supercrusty1,Thu Nov 12 21:34:59 +0000 2020,"@BoyNegroKuyaIpe Actually Panot wasted P1.218 BILLION taxpayer money

P800 MILLION - World Bank Settlement

P418 MILLION - Legal fees for arbitration 

Yan ba ang competent na Presidente...wokes...in your ass..",,,Toronto,[]
158,nohairboy,Thu Nov 12 21:34:08 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
159,IamRoshana,Thu Nov 12 21:33:06 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,Canada,[]
160,Jordan_Lean,Thu Nov 12 21:30:20 +0000 2020,All of these new Xbox’s and PS5’s on my timeline are testing my patience and my bank account,,,"Port Hope, Ontario",[]
161,michinosbot,Thu Nov 12 21:27:02 +0000 2020,RT @__MeaganLaBrie: When your prof shows you his foster kittens during zoom class. BRB checking my bank account! 😂 #mdia1000 https://t.co/8…,,,,"[{'text': 'mdia1000', 'indices': [115, 124]}]"
162,andrewdsouza350,Thu Nov 12 21:26:42 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"Toronto, Ontario",[]
163,jkbeitz,Thu Nov 12 21:25:53 +0000 2020,RT @drandrewb: you can't say you respect your front-line health work force and then actively reject science/public health experts while we…,,,"St. Paul, MN",[]
164,mzeeshan83,Thu Nov 12 21:25:18 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,Canada,[]
165,RamonaHolmCPA,Thu Nov 12 21:24:48 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"Stayner, ontario",[]
166,TrevorPinn,Thu Nov 12 21:24:26 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"Clarington, Ontario",[]
167,ChenIan10,Thu Nov 12 21:20:24 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
168,brianlbaker,Thu Nov 12 21:16:57 +0000 2020,RT @drandrewb: you can't say you respect your front-line health work force and then actively reject science/public health experts while we…,,,"Fresno, CA",[]
169,__MeaganLaBrie,Thu Nov 12 21:16:23 +0000 2020,When your prof shows you his foster kittens during zoom class. BRB checking my bank account! 😂 #mdia1000 https://t.co/8uBGZcCeZc,,,"Cambridge, Ontario","[{'text': 'mdia1000', 'indices': [95, 104]}]"
170,libmaryann,Thu Nov 12 21:15:28 +0000 2020,RT @drandrewb: you can't say you respect your front-line health work force and then actively reject science/public health experts while we…,,,Southern Ontario,[]
171,sabah_aftab,Thu Nov 12 21:14:57 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
172,AmitSha31,Thu Nov 12 21:10:07 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
173,TargetPrices,Thu Nov 12 21:08:33 +0000 2020,"$FOOD.CA latest ratings on 2020-11-12 at Stock Target Advisor https://t.co/XiFFTmxn5V : Raymond James Financial (Target Raised by), National Bank Financial (Target Raised by)",,,"Toronto, Ontario",[]
174,torontolaura,Thu Nov 12 21:07:25 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,Toronto CANADA,[]
175,wizard300000000,Thu Nov 12 21:07:02 +0000 2020,RT @drandrewb: you can't say you respect your front-line health work force and then actively reject science/public health experts while we…,,,libra/steph ♦ 23 ♦ toronto,[]
176,ChartJuice,Thu Nov 12 21:06:59 +0000 2020,RT @MetaMarket6400: @ChartJuice Now we wait. Shorts been making us bank.,,,Not Financial Advice,[]
177,TargetPrices,Thu Nov 12 21:05:29 +0000 2020,"$WMT latest ratings on 2020-11-12 at Stock Target Advisor https://t.co/H7nRYtid0r : Deutsche Bank (Target Raised by), KeyBanc (Target Raised by), Jefferies (Target Raised by)",,,"Toronto, Ontario",[]
178,MetaMarket6400,Thu Nov 12 21:05:25 +0000 2020,@ChartJuice Now we wait. Shorts been making us bank.,,,"Toronto, Ontario",[]
179,kelseyxadams,Thu Nov 12 21:04:21 +0000 2020,"...you probably don’t go to the food bank the next day. 

“You’re going to start burning through savings, burning through credit,” he added. “Once you run out of options, sometimes we say the visit to the food bank is the final capitulation.”",,,Toronto,[]
180,kelseyxadams,Thu Nov 12 21:04:21 +0000 2020,"Ryan Noble of North York Harvest doesn’t think we’ve seen the height of the economic fallout yet.

Recalling the 2008 recession he said, “It took two years before we saw food bank usage peak, which makes sense because if you haven’t used a food bank and you lose a job...",,,Toronto,[]
181,TargetPrices,Thu Nov 12 21:03:56 +0000 2020,"$COHU latest ratings on 2020-11-12 at Stock Target Advisor https://t.co/SkYt2rzEWp : Deutsche Bank (Reiterated by), Needham &amp; Company LLC (Maintains), D.A. Davidson (Target Raised by)",,,"Toronto, Ontario",[]
182,RachG_09,Thu Nov 12 21:03:30 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"Toronto, Ontario",[]
183,sluRN,Thu Nov 12 21:02:01 +0000 2020,RT @drandrewb: you can't say you respect your front-line health work force and then actively reject science/public health experts while we…,,,"Dearborn, MI",[]
184,WoodGreenDotOrg,Thu Nov 12 21:01:42 +0000 2020,"Calling all finance,  accounting, and office fdministration professionals!  WoodGreen invites you to participate in a free mentorship event delivered by United Bank of Switzerland (UBS) finance professionals. 
Register today! Spaces are limited! https://t.co/0KgrEYRTIg",,,"Toronto, Canada",[]
185,queensjen,Thu Nov 12 21:01:07 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,"Campbellville , Ontario",[]
186,GlblCtznCAN,Thu Nov 12 21:00:09 +0000 2020,The @bankofcanada has narrowed it down to 8 famous Canadians. Who do you think should be the next face of the $5 bank note? 💵  https://t.co/mfDybJd4pr,,,"Toronto, Ontario",[]
187,BeirnessKevin,Thu Nov 12 20:59:53 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
188,Newby416,Thu Nov 12 20:57:59 +0000 2020,i got 99 problems and having only $30 in my bank is definitely one of them,,,"Toronto, Ontario",[]
189,plannerav,Thu Nov 12 20:57:12 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
190,jmhamiltonblog,Thu Nov 12 20:55:38 +0000 2020,"RT @BNNBloomberg: Canada will exit pandemic with lower potential, Bank of Canada's Carolyn Wilkins says  https://t.co/3t5Kha9rFx https://t.…",,,🇨🇦🇺🇸🏳️‍🌈,[]
191,Shanfaraa,Thu Nov 12 20:55:24 +0000 2020,https://t.co/jXjKcgNLnU #Israel and #Trump both inveterate law-breakers #Palestine #occupation #apartheid #BDS https://t.co/EwopV1DNip,,,Toronto,"[{'text': 'Israel', 'indices': [24, 31]}, {'text': 'Trump', 'indices': [36, 42]}, {'text': 'Palestine', 'indices': [72, 82]}, {'text': 'occupation', 'indices': [83, 94]}, {'text': 'apartheid', 'indices': [95, 105]}, {'text': 'BDS', 'indices': [106, 110]}]"
192,ShaikAbfar,Thu Nov 12 20:54:58 +0000 2020,"RT @CPA_Ontario: Keep your phone charged at all times. Win this CPA Ontario power bank. 
To enter:
✨ Follow @CPA_Ontario​
✨ Like this post…",,,,[]
193,Alan15881625,Thu Nov 12 20:54:44 +0000 2020,@TheTorontoSun What’s next? Bank robbing gophers? https://t.co/qapwGXQ1hu,,,"Halton Hills, Ontario",[]
194,cheeseonearth,Thu Nov 12 20:50:12 +0000 2020,"@amborin Instead of going to the food bank, they should go on Shark Tank.",,,Toronto ,[]
195,MichelleJanz,Thu Nov 12 20:49:55 +0000 2020,RT @drandrewb: you can't say you respect your front-line health work force and then actively reject science/public health experts while we…,,,Manitoba ,[]
196,adamsmith_TO,Thu Nov 12 20:48:24 +0000 2020,"@HerbWiseman Herb, thought you knew, John isnt wrong per se, he's just using tricky bankspeak: ANY deposit at a bank is being ""borrowed"" by said bank. In his neoliberal lexicon, when BoC lends to GoC creating new deposits, it's simultaneously borrowing those deposits it lent into existence",,,"Toronto, Ontario",[]
197,Burntsquirrel1,Thu Nov 12 20:46:53 +0000 2020,@tomdelonge Sooooo. Trump took a loan from Deutsche Bank. Got it. Cause that’s what billionaires do. I’m willing to bet Trump has taken out loans with other banks around the world at other times too. #Trump2020,,,"Buffalo, NY","[{'text': 'Trump2020', 'indices': [200, 210]}]"
